"id","car_model_id","car_generation_id","name","created_at","updated_at"
"5779","334",NULL,"Pacifica",NULL,NULL
"5782","337",NULL,"Saratoga",NULL,NULL
"5783","338","372","Chrysler Sebring II Седан",NULL,NULL
"5784","338","372","Chrysler Sebring II Купе",NULL,NULL
"5785","338","372","Chrysler Sebring II Кабриолет",NULL,NULL
"5786","338","373","Chrysler Sebring I Купе",NULL,NULL
"5787","338","373","Chrysler Sebring I Кабриолет",NULL,NULL
"5790","343",NULL,"Vision",NULL,NULL
"5791","344","381","Chrysler Voyager V",NULL,NULL
"5792","344","382","Chrysler Voyager IV",NULL,NULL
"5793","344","383","Chrysler Voyager III",NULL,NULL
"5794","344","384","Chrysler Voyager II",NULL,NULL
"5795","344","385","Chrysler Voyager I",NULL,NULL
"5798","348","389","Citroen Berlingo I",NULL,NULL
"5802","354","393","Citroen C3 II",NULL,NULL
"5803","354","394","Citroen C3 I Хэтчбек 5 дв.",NULL,NULL
"5804","354","394","Citroen C3 I Кабриолет",NULL,NULL
"5808","358","398","Citroen C4 I Седан",NULL,NULL
"5809","358","398","Citroen C4 I Хэтчбек 5 дв.",NULL,NULL
"5810","358","398","Citroen C4 I Хэтчбек 3 дв.",NULL,NULL
"5811","359","400","Citroen C4 Picasso I",NULL,NULL
"5814","362","404","Citroen C8 I",NULL,NULL
"5815","363","406","Citroen CX I Универсал 5 дв.",NULL,NULL
"5816","363","406","Citroen CX I Хэтчбек 5 дв.",NULL,NULL
"5833","386","421","Dacia Logan I Универсал 5 дв.",NULL,NULL
"5834","386","421","Dacia Logan I Пикап Одинарная кабина",NULL,NULL
"5835","386","421","Dacia Logan I Седан",NULL,NULL
"5837","388","423","Dacia Sandero I",NULL,NULL
"5839","390",NULL,"City Leading",NULL,NULL
"5842","393",NULL,"Arcadia",NULL,NULL
"5844","395","425","Daewoo Damas I",NULL,NULL
"5845","396",NULL,"Espero",NULL,NULL
"5847","398",NULL,"G2X",NULL,NULL
"5856","410","437","Daewoo Nubira II Седан",NULL,NULL
"5857","410","437","Daewoo Nubira II Хэтчбек 5 дв.",NULL,NULL
"5858","410","437","Daewoo Nubira II Универсал 5 дв.",NULL,NULL
"5859","410","438","Daewoo Nubira I Седан",NULL,NULL
"5860","410","438","Daewoo Nubira I Хэтчбек 5 дв.",NULL,NULL
"5861","410","438","Daewoo Nubira I Универсал 5 дв.",NULL,NULL
"5870","420","443","Daihatsu Altis II (SXV30)",NULL,NULL
"5871","420","444","Daihatsu Altis I (SXV20)",NULL,NULL
"5878","427",NULL,"Charmant",NULL,NULL
"5888","438","463","Daihatsu Mira Gino I Хэтчбек 5 дв.",NULL,NULL
"5889","438","463","Daihatsu Mira Gino I Хэтчбек 3 дв.",NULL,NULL
"5890","439","465","Daihatsu Mira VI Хэтчбек 5 дв.",NULL,NULL
"5891","439","465","Daihatsu Mira VI Хэтчбек 3 дв.",NULL,NULL
"5892","439","466","Daihatsu Mira V Хэтчбек 5 дв.",NULL,NULL
"5893","439","466","Daihatsu Mira V Хэтчбек 3 дв.",NULL,NULL
"5894","440",NULL,"Move",NULL,NULL
"5898","445","470","Daihatsu Sirion M1",NULL,NULL
"5902","449",NULL,"Tanto",NULL,NULL
"5903","450","472","Daihatsu Terios I",NULL,NULL
"5904","451",NULL,"Trevis",NULL,NULL
"5905","452",NULL,"Wildcat",NULL,NULL
"5906","453",NULL,"Xenia",NULL,NULL
"5907","454",NULL,"YRV",NULL,NULL
"5908","455",NULL,"DS420",NULL,NULL
"5909","456",NULL,"Sovereign (XJ6)",NULL,NULL
"5910","457",NULL,"X300",NULL,NULL
"5911","458",NULL,"X308",NULL,NULL
"5912","459",NULL,"X350",NULL,NULL
"5913","460",NULL,"XJ40",NULL,NULL
"5918","466","475","Datsun Cherry I Купе",NULL,NULL
"5919","466","475","Datsun Cherry I Хэтчбек 3 дв.",NULL,NULL
"5920","467",NULL,"GO",NULL,NULL
"5921","468",NULL,"GO+",NULL,NULL
"5922","469",NULL,"on-DO",NULL,NULL
"5936","486",NULL,"600",NULL,NULL
"5938","489",NULL,"Caliber",NULL,NULL
"5939","490","483","Dodge Caravan III",NULL,NULL
"5940","490","484","Dodge Caravan II",NULL,NULL
"5941","490","485","Dodge Caravan I",NULL,NULL
"5942","491","487","Dodge Challenger II",NULL,NULL
"5943","491","488","Dodge Challenger I",NULL,NULL
"5944","492","490","Dodge Charger I",NULL,NULL
"5945","493","492","Dodge Dakota II Пикап Одинарная кабина",NULL,NULL
"5946","493","492","Dodge Dakota II Пикап Полуторная кабина",NULL,NULL
"5947","493","492","Dodge Dakota II Пикап Двойная кабина",NULL,NULL
"5948","493","493","Dodge Dakota I Пикап Одинарная кабина",NULL,NULL
"5949","493","493","Dodge Dakota I Пикап Полуторная кабина",NULL,NULL
"5953","498","498","Dodge Grand Caravan IV",NULL,NULL
"5954","498","499","Dodge Grand Caravan III",NULL,NULL
"5955","498","500","Dodge Grand Caravan II",NULL,NULL
"5956","499","502","Dodge Intrepid I",NULL,NULL
"5960","503","504","Dodge Neon I Купе",NULL,NULL
"5961","503","504","Dodge Neon I Седан",NULL,NULL
"5964","506","506","Dodge RAM III (DR/DH) Пикап Одинарная кабина",NULL,NULL
"5965","506","506","Dodge RAM III (DR/DH) Пикап Двойная кабина",NULL,NULL
"5966","506","507","Dodge RAM II (BR/BE) Пикап Одинарная кабина",NULL,NULL
"5967","506","507","Dodge RAM II (BR/BE) Пикап Полуторная кабина",NULL,NULL
"5968","506","508","Dodge RAM I (D/W) Пикап Одинарная кабина",NULL,NULL
"5969","506","508","Dodge RAM I (D/W) Пикап Полуторная кабина",NULL,NULL
"5970","507","510","Dodge Ramcharger III",NULL,NULL
"5971","507","511","Dodge Ramcharger I",NULL,NULL
"5976","512","515","Dodge Viper IV Купе",NULL,NULL
"5977","512","515","Dodge Viper IV Родстер",NULL,NULL
"5978","512","516","Dodge Viper III Купе",NULL,NULL
"5979","512","516","Dodge Viper III Родстер",NULL,NULL
"5980","512","517","Dodge Viper II Купе",NULL,NULL
"5981","512","517","Dodge Viper II Родстер",NULL,NULL
"5982","512","518","Dodge Viper I",NULL,NULL
"5983","513",NULL,"H30 Cross",NULL,NULL
"5984","514",NULL,"MPV",NULL,NULL
"5985","515",NULL,"Oting",NULL,NULL
"5986","518",NULL,"Kondor",NULL,NULL
"5987","520",NULL,"D8",NULL,NULL
"5993","526",NULL,"SS",NULL,NULL
"5994","527",NULL,"Estrima Biro",NULL,NULL
"5995","528",NULL,"A6",NULL,NULL
"6001","534","524","FAW Jetta I",NULL,NULL
"6012","550",NULL,"512 TR",NULL,NULL
"6025","574","547","Fiat 500 I",NULL,NULL
"6030","579",NULL,"Argenta",NULL,NULL
"6033","582","549","Fiat Bravo I",NULL,NULL
"6034","583",NULL,"Cinquecento",NULL,NULL
"6035","584",NULL,"Coupe",NULL,NULL
"6036","585","551","Fiat Croma I",NULL,NULL
"6037","586","553","Fiat Doblo I Рестайлинг",NULL,NULL
"6038","586","554","Fiat Doblo I",NULL,NULL
"6041","590",NULL,"Idea",NULL,NULL
"6043","593","561","Fiat Multipla I",NULL,NULL
"6044","595","564","Fiat Panda II",NULL,NULL
"6045","595","565","Fiat Panda I Компактвэн",NULL,NULL
"6046","595","565","Fiat Panda I Хэтчбек 3 дв.",NULL,NULL
"6047","596","567","Fiat Punto III Punto Evo Хэтчбек 5 дв.",NULL,NULL
"6048","596","567","Fiat Punto III Punto Evo Хэтчбек 3 дв.",NULL,NULL
"6049","596","568","Fiat Punto III Grande Punto Хэтчбек 5 дв.",NULL,NULL
"6050","596","568","Fiat Punto III Grande Punto Хэтчбек 3 дв.",NULL,NULL
"6051","596","569","Fiat Punto II Рестайлинг Хэтчбек 5 дв.",NULL,NULL
"6052","596","569","Fiat Punto II Рестайлинг Хэтчбек 3 дв.",NULL,NULL
"6053","596","570","Fiat Punto II Хэтчбек 5 дв.",NULL,NULL
"6054","596","570","Fiat Punto II Хэтчбек 3 дв.",NULL,NULL
"6055","596","571","Fiat Punto I Кабриолет",NULL,NULL
"6056","596","571","Fiat Punto I Хэтчбек 5 дв.",NULL,NULL
"6057","596","571","Fiat Punto I Хэтчбек 3 дв.",NULL,NULL
"6073","614","583","Ford Bronco IV",NULL,NULL
"6074","614","584","Ford Bronco III",NULL,NULL
"6075","614","585","Ford Bronco II",NULL,NULL
"6076","614","586","Ford Bronco I",NULL,NULL
"6077","615","588","Ford C-MAX I Рестайлинг",NULL,NULL
"6078","615","589","Ford C-MAX I",NULL,NULL
"6082","620","594","Ford Crown Victoria I",NULL,NULL
"6086","624","596","Ford Escape II",NULL,NULL
"6087","624","597","Ford Escape I",NULL,NULL
"6088","625","599","Ford Escort (North America) II Седан",NULL,NULL
"6089","625","599","Ford Escort (North America) II Хэтчбек 5 дв.",NULL,NULL
"6090","625","599","Ford Escort (North America) II Хэтчбек 3 дв.",NULL,NULL
"6091","625","599","Ford Escort (North America) II Универсал 5 дв.",NULL,NULL
"6092","626","601","Ford Escort V Рестайлинг 1 Хэтчбек 5 дв.",NULL,NULL
"6093","626","601","Ford Escort V Рестайлинг 1 Кабриолет",NULL,NULL
"6094","626","601","Ford Escort V Рестайлинг 1 Седан",NULL,NULL
"6095","626","601","Ford Escort V Рестайлинг 1 Универсал 5 дв.",NULL,NULL
"6096","626","601","Ford Escort V Рестайлинг 1 Хэтчбек 3 дв.",NULL,NULL
"6097","626","602","Ford Escort V Хэтчбек 3 дв.",NULL,NULL
"6098","626","602","Ford Escort V Хэтчбек 5 дв.",NULL,NULL
"6099","626","602","Ford Escort V Универсал 5 дв.",NULL,NULL
"6100","626","602","Ford Escort V Кабриолет",NULL,NULL
"6101","626","603","Ford Escort IV Универсал 5 дв.",NULL,NULL
"6102","626","603","Ford Escort IV Кабриолет",NULL,NULL
"6103","626","603","Ford Escort IV Хэтчбек 5 дв.",NULL,NULL
"6104","626","603","Ford Escort IV Хэтчбек 3 дв.",NULL,NULL
"6105","626","604","Ford Escort III Кабриолет",NULL,NULL
"6106","626","604","Ford Escort III Хэтчбек 5 дв.",NULL,NULL
"6107","626","604","Ford Escort III Хэтчбек 3 дв.",NULL,NULL
"6108","626","604","Ford Escort III Универсал 5 дв.",NULL,NULL
"6109","626","605","Ford Escort II Универсал 3 дв.",NULL,NULL
"6110","626","605","Ford Escort II Седан",NULL,NULL
"6111","626","606","Ford Escort I Хэтчбек 5 дв.",NULL,NULL
"6112","626","606","Ford Escort I Универсал 3 дв.",NULL,NULL
"6115","629","610","Ford Expedition II",NULL,NULL
"6116","629","611","Ford Expedition I",NULL,NULL
"6117","630","613","Ford Explorer IV",NULL,NULL
"6118","630","614","Ford Explorer III",NULL,NULL
"6119","630","615","Ford Explorer II Внедорожник 3 дв.",NULL,NULL
"6120","630","615","Ford Explorer II Внедорожник 5 дв.",NULL,NULL
"6121","630","616","Ford Explorer I Внедорожник 3 дв.",NULL,NULL
"6122","630","616","Ford Explorer I Внедорожник 5 дв.",NULL,NULL
"6123","631","618","Ford F-150 XI Пикап Одинарная кабина",NULL,NULL
"6124","631","618","Ford F-150 XI Пикап Полуторная кабина",NULL,NULL
"6125","631","618","Ford F-150 XI Пикап Двойная кабина",NULL,NULL
"6126","631","619","Ford F-150 X Пикап Одинарная кабина",NULL,NULL
"6127","631","619","Ford F-150 X Пикап Полуторная кабина",NULL,NULL
"6128","631","619","Ford F-150 X Пикап Двойная кабина",NULL,NULL
"6129","631","620","Ford F-150 VIII Пикап Одинарная кабина",NULL,NULL
"6130","631","620","Ford F-150 VIII Пикап Полуторная кабина",NULL,NULL
"6131","631","620","Ford F-150 VIII Пикап Двойная кабина",NULL,NULL
"6134","634","625","Ford Fiesta VI Хэтчбек 5 дв.",NULL,NULL
"6135","634","625","Ford Fiesta VI Хэтчбек 3 дв.",NULL,NULL
"6136","634","626","Ford Fiesta V Хэтчбек 5 дв.",NULL,NULL
"6137","634","626","Ford Fiesta V Хэтчбек 3 дв.",NULL,NULL
"6138","634","627","Ford Fiesta IV Хэтчбек 5 дв.",NULL,NULL
"6139","634","627","Ford Fiesta IV Хэтчбек 3 дв.",NULL,NULL
"6140","634","628","Ford Fiesta III Хэтчбек 5 дв.",NULL,NULL
"6141","634","628","Ford Fiesta III Хэтчбек 3 дв.",NULL,NULL
"6142","634","629","Ford Fiesta II",NULL,NULL
"6143","634","630","Ford Fiesta I",NULL,NULL
"6145","636","632","Ford Flex I",NULL,NULL
"6146","637","634","Ford Focus II Рестайлинг Седан",NULL,NULL
"6147","637","634","Ford Focus II Рестайлинг Хэтчбек 5 дв.",NULL,NULL
"6148","637","634","Ford Focus II Рестайлинг Хэтчбек 3 дв.",NULL,NULL
"6149","637","634","Ford Focus II Рестайлинг Универсал 5 дв.",NULL,NULL
"6150","637","634","Ford Focus II Рестайлинг Кабриолет",NULL,NULL
"6151","637","635","Ford Focus II (North America) Седан",NULL,NULL
"6152","637","635","Ford Focus II (North America) Купе",NULL,NULL
"6153","637","636","Ford Focus I Рестайлинг (North America) Седан",NULL,NULL
"6154","637","636","Ford Focus I Рестайлинг (North America) Хэтчбек 5 дв.",NULL,NULL
"6155","637","636","Ford Focus I Рестайлинг (North America) Хэтчбек 3 дв.",NULL,NULL
"6156","637","636","Ford Focus I Рестайлинг (North America) Универсал 5 дв.",NULL,NULL
"6157","637","637","Ford Focus II Кабриолет",NULL,NULL
"6158","637","637","Ford Focus II Седан",NULL,NULL
"6159","637","637","Ford Focus II Хэтчбек 5 дв.",NULL,NULL
"6160","637","637","Ford Focus II Хэтчбек 3 дв.",NULL,NULL
"6161","637","637","Ford Focus II Универсал 5 дв.",NULL,NULL
"6162","637","638","Ford Focus I Рестайлинг Седан",NULL,NULL
"6163","637","638","Ford Focus I Рестайлинг Хэтчбек 5 дв.",NULL,NULL
"6164","637","638","Ford Focus I Рестайлинг Хэтчбек 3 дв.",NULL,NULL
"6165","637","638","Ford Focus I Рестайлинг Универсал 5 дв.",NULL,NULL
"6166","637","639","Ford Focus I (North America) Седан",NULL,NULL
"6167","637","639","Ford Focus I (North America) Хэтчбек 5 дв.",NULL,NULL
"6168","637","639","Ford Focus I (North America) Хэтчбек 3 дв.",NULL,NULL
"6169","637","639","Ford Focus I (North America) Универсал 5 дв.",NULL,NULL
"6170","637","640","Ford Focus I Универсал 5 дв.",NULL,NULL
"6171","637","640","Ford Focus I Седан",NULL,NULL
"6172","637","640","Ford Focus I Хэтчбек 5 дв.",NULL,NULL
"6173","637","640","Ford Focus I Хэтчбек 3 дв.",NULL,NULL
"6176","640","642","Ford Fusion (North America) I",NULL,NULL
"6178","642","644","Ford Galaxy II",NULL,NULL
"6179","642","645","Ford Galaxy I Рестайлинг",NULL,NULL
"6180","642","646","Ford Galaxy I",NULL,NULL
"6182","644","650","Ford Granada I Седан",NULL,NULL
"6183","644","650","Ford Granada I Универсал 5 дв.",NULL,NULL
"6184","644","650","Ford Granada I Купе",NULL,NULL
"6188","652","658","Ford Mondeo IV Хэтчбек 5 дв.",NULL,NULL
"6189","652","658","Ford Mondeo IV Универсал 5 дв.",NULL,NULL
"6190","652","658","Ford Mondeo IV Седан",NULL,NULL
"6191","652","659","Ford Mondeo III Седан",NULL,NULL
"6192","652","659","Ford Mondeo III Хэтчбек 5 дв.",NULL,NULL
"6193","652","659","Ford Mondeo III Универсал 5 дв.",NULL,NULL
"6194","652","660","Ford Mondeo II Хэтчбек 5 дв.",NULL,NULL
"6195","652","660","Ford Mondeo II Седан",NULL,NULL
"6196","652","660","Ford Mondeo II Универсал 5 дв.",NULL,NULL
"6197","652","661","Ford Mondeo I Седан",NULL,NULL
"6198","652","661","Ford Mondeo I Хэтчбек 5 дв.",NULL,NULL
"6199","652","661","Ford Mondeo I Универсал 5 дв.",NULL,NULL
"6200","653","662","Ford Mustang VI Кабриолет",NULL,NULL
"6201","653","663","Ford Mustang V Кабриолет",NULL,NULL
"6202","653","663","Ford Mustang V Купе",NULL,NULL
"6203","653","664","Ford Mustang IV Кабриолет",NULL,NULL
"6204","653","664","Ford Mustang IV Купе",NULL,NULL
"6205","653","665","Ford Mustang III Купе",NULL,NULL
"6206","653","665","Ford Mustang III Кабриолет",NULL,NULL
"6207","653","666","Ford Mustang I Купе",NULL,NULL
"6208","653","666","Ford Mustang I Кабриолет",NULL,NULL
"6210","662","685","Ford Sport Trac I",NULL,NULL
"6218","676","701","FSO Polonez I Рестайлинг",NULL,NULL
"6219","676","702","FSO Polonez I",NULL,NULL
"6222","679",NULL,"CK (Otaka)",NULL,NULL
"6227","685",NULL,"LC (Panda)",NULL,NULL
"6228","686",NULL,"LC (Panda) Cross",NULL,NULL
"6229","687",NULL,"MK Cross",NULL,NULL
"6230","688","705","Geely MK I",NULL,NULL
"6232","691","709","Geo Prizm II",NULL,NULL
"6236","697","713","GMC Envoy I(GMT330)",NULL,NULL
"6239","701","720","GMC Sierra II(GMT800) Пикап Одинарная кабина",NULL,NULL
"6240","701","720","GMC Sierra II(GMT800) Пикап Полуторная кабина",NULL,NULL
"6241","701","720","GMC Sierra II(GMT800) Пикап Двойная кабина",NULL,NULL
"6242","701","721","GMC Sierra I(GMT400) Пикап Одинарная кабина",NULL,NULL
"6243","701","721","GMC Sierra I(GMT400) Пикап Полуторная кабина",NULL,NULL
"6244","701","721","GMC Sierra I(GMT400) Пикап Двойная кабина",NULL,NULL
"6250","708","724","GMC Yukon III (GMT900)",NULL,NULL
"6251","708","725","GMC Yukon II (GMT800)",NULL,NULL
"6252","708","726","GMC Yukon I (GMT400) Внедорожник 3 дв.",NULL,NULL
"6253","708","726","GMC Yukon I (GMT400) Внедорожник 5 дв.",NULL,NULL
"6256","711",NULL,"Cowry (V80)",NULL,NULL
"6257","713",NULL,"Florid",NULL,NULL
"6259","715",NULL,"Hover M1 (Peri 4x4)",NULL,NULL
"6260","716",NULL,"Hover M2",NULL,NULL
"6261","717",NULL,"Hover M4",NULL,NULL
"6262","718",NULL,"Pegasus",NULL,NULL
"6263","719",NULL,"Peri",NULL,NULL
"6264","720",NULL,"Safe",NULL,NULL
"6270","726",NULL,"Brio",NULL,NULL
"6271","727",NULL,"Princip",NULL,NULL
"6273","729",NULL,"Sigma",NULL,NULL
"6274","730",NULL,"Simbo",NULL,NULL
"6281","738","738","Holden Barina III (SB)",NULL,NULL
"6282","739","740","Holden Calais II",NULL,NULL
"6283","740","742","Holden Caprice I",NULL,NULL
"6285","742","744","Holden Commodore II (VS) Универсал 5 дв.",NULL,NULL
"6286","742","744","Holden Commodore II (VS) Седан",NULL,NULL
"6292","748","746","Holden Statesmann I",NULL,NULL
"6293","749",NULL,"Suburban",NULL,NULL
"6294","750","748","Holden UTE III",NULL,NULL
"6297","753","751","Honda Accord VIII Универсал 5 дв.",NULL,NULL
"6298","753","751","Honda Accord VIII Седан",NULL,NULL
"6299","753","751","Honda Accord VIII Купе",NULL,NULL
"6300","753","752","Honda Accord VII Седан",NULL,NULL
"6301","753","752","Honda Accord VII Купе",NULL,NULL
"6302","753","752","Honda Accord VII Универсал 5 дв.",NULL,NULL
"6303","753","753","Honda Accord VI Купе",NULL,NULL
"6304","753","753","Honda Accord VI Хэтчбек 5 дв.",NULL,NULL
"6305","753","753","Honda Accord VI Универсал 5 дв.",NULL,NULL
"6306","753","753","Honda Accord VI Седан",NULL,NULL
"6307","753","754","Honda Accord V Седан",NULL,NULL
"6308","753","754","Honda Accord V Купе",NULL,NULL
"6309","753","754","Honda Accord V Универсал 5 дв.",NULL,NULL
"6310","753","755","Honda Accord IV Седан",NULL,NULL
"6311","753","755","Honda Accord IV Купе",NULL,NULL
"6312","753","755","Honda Accord IV Универсал 5 дв.",NULL,NULL
"6313","753","756","Honda Accord III Седан",NULL,NULL
"6314","753","756","Honda Accord III Хэтчбек 3 дв.",NULL,NULL
"6315","753","757","Honda Accord II Седан",NULL,NULL
"6316","753","757","Honda Accord II Хэтчбек 3 дв.",NULL,NULL
"6317","753","758","Honda Accord I Хэтчбек 3 дв.",NULL,NULL
"6318","753","758","Honda Accord I Седан",NULL,NULL
"6322","757",NULL,"Beat",NULL,NULL
"6325","760","765","Honda Civic Ferio II",NULL,NULL
"6326","760","766","Honda Civic Ferio I",NULL,NULL
"6327","761","768","Honda Civic IX Универсал 5 дв.",NULL,NULL
"6328","761","768","Honda Civic IX Купе",NULL,NULL
"6329","761","768","Honda Civic IX Хэтчбек 5 дв.",NULL,NULL
"6330","761","768","Honda Civic IX Седан",NULL,NULL
"6331","761","769","Honda Civic VIII Купе",NULL,NULL
"6332","761","769","Honda Civic VIII Хэтчбек 5 дв.",NULL,NULL
"6333","761","769","Honda Civic VIII Хэтчбек 3 дв.",NULL,NULL
"6334","761","769","Honda Civic VIII Седан",NULL,NULL
"6335","761","770","Honda Civic VII Седан",NULL,NULL
"6336","761","770","Honda Civic VII Купе",NULL,NULL
"6337","761","770","Honda Civic VII Хэтчбек 5 дв.",NULL,NULL
"6338","761","770","Honda Civic VII Хэтчбек 3 дв.",NULL,NULL
"6339","761","771","Honda Civic VI Универсал 5 дв.",NULL,NULL
"6340","761","771","Honda Civic VI Хэтчбек 5 дв.",NULL,NULL
"6341","761","771","Honda Civic VI Купе",NULL,NULL
"6342","761","771","Honda Civic VI Седан",NULL,NULL
"6343","761","771","Honda Civic VI Хэтчбек 3 дв.",NULL,NULL
"6344","761","772","Honda Civic V Хэтчбек 5 дв.",NULL,NULL
"6345","761","772","Honda Civic V Купе",NULL,NULL
"6346","761","772","Honda Civic V Седан",NULL,NULL
"6347","761","772","Honda Civic V Хэтчбек 3 дв.",NULL,NULL
"6348","761","773","Honda Civic IV Седан",NULL,NULL
"6349","761","773","Honda Civic IV Хэтчбек 3 дв.",NULL,NULL
"6350","761","774","Honda Civic III Хэтчбек 3 дв.",NULL,NULL
"6351","761","774","Honda Civic III Седан",NULL,NULL
"6352","761","774","Honda Civic III Универсал 5 дв.",NULL,NULL
"6353","761","775","Honda Civic II Седан",NULL,NULL
"6354","761","775","Honda Civic II Хэтчбек 5 дв.",NULL,NULL
"6355","761","775","Honda Civic II Универсал 5 дв.",NULL,NULL
"6356","761","776","Honda Civic I Хэтчбек 5 дв.",NULL,NULL
"6357","761","776","Honda Civic I Хэтчбек 3 дв.",NULL,NULL
"6358","763","779","Honda CR-V III",NULL,NULL
"6359","763","780","Honda CR-V II",NULL,NULL
"6360","763","781","Honda CR-V I",NULL,NULL
"6361","764","783","Honda CR-X II",NULL,NULL
"6362","764","784","Honda CR-X I",NULL,NULL
"6365","767","786","Honda Crosstour I",NULL,NULL
"6366","768","788","Honda Domani I",NULL,NULL
"6368","770","790","Honda Element I",NULL,NULL
"6372","774","792","Honda Fit I",NULL,NULL
"6375","778","795","Honda Insight I",NULL,NULL
"6377","780","802","Honda Integra III Купе",NULL,NULL
"6378","780","802","Honda Integra III Седан",NULL,NULL
"6379","780","803","Honda Integra II Седан",NULL,NULL
"6380","780","803","Honda Integra II Купе",NULL,NULL
"6381","780","804","Honda Integra I",NULL,NULL
"6383","782","806","Honda Jazz I",NULL,NULL
"6384","783","808","Honda Legend III",NULL,NULL
"6385","783","809","Honda Legend II Седан",NULL,NULL
"6386","783","809","Honda Legend II Купе",NULL,NULL
"6387","783","810","Honda Legend I Купе",NULL,NULL
"6388","783","810","Honda Legend I Седан",NULL,NULL
"6389","784","812","Honda Life IV",NULL,NULL
"6390","784","813","Honda Life III",NULL,NULL
"6394","789","816","Honda Odyssey (North America) III",NULL,NULL
"6395","789","817","Honda Odyssey (North America) II",NULL,NULL
"6396","789","818","Honda Odyssey (North America) I",NULL,NULL
"6399","792","824","Honda Partner I",NULL,NULL
"6400","793","826","Honda Passport I",NULL,NULL
"6402","795","830","Honda Prelude IV",NULL,NULL
"6403","795","831","Honda Prelude III",NULL,NULL
"6404","795","832","Honda Prelude II",NULL,NULL
"6405","795","833","Honda Prelude I",NULL,NULL
"6411","801","835","Honda Saber I",NULL,NULL
"6413","803","837","Honda Stepwgn III",NULL,NULL
"6414","803","838","Honda Stepwgn II",NULL,NULL
"6415","803","839","Honda Stepwgn I",NULL,NULL
"6421","809",NULL,"Vigor",NULL,NULL
"6429","818","845","Hyundai Accent III Седан",NULL,NULL
"6430","818","845","Hyundai Accent III Хэтчбек 3 дв.",NULL,NULL
"6431","818","846","Hyundai Accent II Седан",NULL,NULL
"6432","818","846","Hyundai Accent II Хэтчбек 5 дв.",NULL,NULL
"6433","818","846","Hyundai Accent II Хэтчбек 3 дв.",NULL,NULL
"6434","818","847","Hyundai Accent I Седан",NULL,NULL
"6435","818","847","Hyundai Accent I Хэтчбек 5 дв.",NULL,NULL
"6436","818","847","Hyundai Accent I Хэтчбек 3 дв.",NULL,NULL
"6438","820","849","Hyundai Avante IV",NULL,NULL
"6439","820","850","Hyundai Avante III",NULL,NULL
"6440","820","851","Hyundai Avante II",NULL,NULL
"6442","822","853","Hyundai Coupe I Рестайлинг (RD2)",NULL,NULL
"6443","822","854","Hyundai Coupe I (RD)",NULL,NULL
"6445","824","856","Hyundai Elantra IV (HD)",NULL,NULL
"6446","824","857","Hyundai Elantra III (XD) Седан",NULL,NULL
"6447","824","857","Hyundai Elantra III (XD) Хэтчбек 5 дв.",NULL,NULL
"6448","824","858","Hyundai Elantra II (J2, J3) Универсал 5 дв.",NULL,NULL
"6449","824","858","Hyundai Elantra II (J2, J3) Седан",NULL,NULL
"6450","824","859","Hyundai Elantra I (J1)",NULL,NULL
"6452","828","865","Hyundai Genesis I",NULL,NULL
"6455","832","873","Hyundai i10 I",NULL,NULL
"6456","834","876","Hyundai i30 I Универсал 5 дв.",NULL,NULL
"6457","834","876","Hyundai i30 I Хэтчбек 5 дв.",NULL,NULL
"6468","845","883","Hyundai Santa Fe II",NULL,NULL
"6469","845","884","Hyundai Santa Fe I",NULL,NULL
"6473","849","888","Hyundai Sonata V (NF)",NULL,NULL
"6474","849","889","Hyundai Sonata IV (EF) Рестайлинг",NULL,NULL
"6475","849","890","Hyundai Sonata IV (EF)",NULL,NULL
"6476","849","891","Hyundai Sonata III Рестайлинг",NULL,NULL
"6477","849","892","Hyundai Sonata III",NULL,NULL
"6478","849","893","Hyundai Sonata II",NULL,NULL
"6479","850","895","Hyundai Starex (H-1) I",NULL,NULL
"6488","859","901","Hyundai Verna II Седан",NULL,NULL
"6489","859","901","Hyundai Verna II Хэтчбек 5 дв.",NULL,NULL
"6490","860",NULL,"XG",NULL,NULL
"6493","863","906","Infiniti G III Купе",NULL,NULL
"6494","863","906","Infiniti G III Седан",NULL,NULL
"6495","863","907","Infiniti G II",NULL,NULL
"6496","863","908","Infiniti G I",NULL,NULL
"6497","864","910","Infiniti I I",NULL,NULL
"6500","867","912","Infiniti M III",NULL,NULL
"6501","867","913","Infiniti M II",NULL,NULL
"6502","867","914","Infiniti M I Кабриолет",NULL,NULL
"6503","867","914","Infiniti M I Купе",NULL,NULL
"6504","868","916","Infiniti Q II",NULL,NULL
"6505","868","917","Infiniti Q I",NULL,NULL
"6508","871","919","Infiniti QX II",NULL,NULL
"6509","871","920","Infiniti QX I",NULL,NULL
"6516","880",NULL,"Paykan",NULL,NULL
"6522","886","926","Isuzu Amigo I",NULL,NULL
"6523","887",NULL,"Ascender",NULL,NULL
"6524","888","928","Isuzu Aska III",NULL,NULL
"6525","888","929","Isuzu Aska II",NULL,NULL
"6526","888","930","Isuzu Aska I",NULL,NULL
"6527","889",NULL,"Axiom",NULL,NULL
"6528","890","932","Isuzu Bighorn I Пикап Одинарная кабина",NULL,NULL
"6529","890","932","Isuzu Bighorn I Внедорожник 3 дв.",NULL,NULL
"6530","890","932","Isuzu Bighorn I Внедорожник 5 дв.",NULL,NULL
"6531","890","932","Isuzu Bighorn I Внедорожник открытый",NULL,NULL
