"id","car_brand_id","name","created_at","updated_at"
"535","59","Jinn",NULL,NULL
"536","59","Oley",NULL,NULL
"537","59","V2",NULL,NULL
"538","59","V5",NULL,NULL
"539","59","Vita",NULL,NULL
"540","60","208/308",NULL,NULL
"541","60","328",NULL,NULL
"542","60","348",NULL,NULL
"543","60","360",NULL,NULL
"544","60","400",NULL,NULL
"545","60","412",NULL,NULL
"546","60","456",NULL,NULL
"547","60","458",NULL,NULL
"548","60","512 BB",NULL,NULL
"549","60","512 M",NULL,NULL
"550","60","512 TR",NULL,NULL
"551","60","550",NULL,NULL
"552","60","575M",NULL,NULL
"553","60","599",NULL,NULL
"554","60","612",NULL,NULL
"555","60","California",NULL,NULL
"556","60","Enzo",NULL,NULL
"557","60","F12berlinetta",NULL,NULL
"558","60","F355",NULL,NULL
"559","60","F40",NULL,NULL
"560","60","F430",NULL,NULL
"561","60","F50",NULL,NULL
"562","60","FF",NULL,NULL
"563","60","LaFerrari",NULL,NULL
"564","60","Mondial",NULL,NULL
"565","60","Testarossa",NULL,NULL
"566","61","124",NULL,NULL
"567","61","126",NULL,NULL
"568","61","127",NULL,NULL
"569","61","128",NULL,NULL
"570","61","130",NULL,NULL
"571","61","131",NULL,NULL
"572","61","132",NULL,NULL
"573","61","238",NULL,NULL
"574","61","500",NULL,NULL
"575","61","500L",NULL,NULL
"576","61","600",NULL,NULL
"577","61","900T",NULL,NULL
"578","61","Albea",NULL,NULL
"579","61","Argenta",NULL,NULL
"580","61","Barchetta",NULL,NULL
"581","61","Brava",NULL,NULL
"582","61","Bravo",NULL,NULL
"583","61","Cinquecento",NULL,NULL
"584","61","Coupe",NULL,NULL
"585","61","Croma",NULL,NULL
"586","61","Doblo",NULL,NULL
"587","61","Duna",NULL,NULL
"588","61","Fiorino",NULL,NULL
"589","61","Freemont",NULL,NULL
"590","61","Idea",NULL,NULL
"591","61","Linea",NULL,NULL
"592","61","Marea",NULL,NULL
"593","61","Multipla",NULL,NULL
"594","61","Palio",NULL,NULL
"595","61","Panda",NULL,NULL
"596","61","Punto",NULL,NULL
"597","61","Qubo",NULL,NULL
"598","61","Regata",NULL,NULL
"599","61","Ritmo",NULL,NULL
"600","61","Sedici",NULL,NULL
"601","61","Seicento",NULL,NULL
"602","61","Siena",NULL,NULL
"603","61","Stilo",NULL,NULL
"604","61","Strada",NULL,NULL
"605","61","Tempra",NULL,NULL
"606","61","Tipo",NULL,NULL
"607","61","Ulysse",NULL,NULL
"608","61","UNO",NULL,NULL
"609","61","X 1/9",NULL,NULL
"610","62","Karma",NULL,NULL
"611","63","Aerostar",NULL,NULL
"612","63","Aspire",NULL,NULL
"613","63","B-MAX",NULL,NULL
"614","63","Bronco",NULL,NULL
"615","63","C-MAX",NULL,NULL
"616","63","Capri",NULL,NULL
"617","63","Consul",NULL,NULL
"618","63","Contour",NULL,NULL
"619","63","Cougar",NULL,NULL
"620","63","Crown Victoria",NULL,NULL
"621","63","Econoline",NULL,NULL
"622","63","EcoSport",NULL,NULL
"623","63","Edge",NULL,NULL
"624","63","Escape",NULL,NULL
"625","63","Escort (North America)",NULL,NULL
"626","63","Escort",NULL,NULL
"627","63","Everest",NULL,NULL
"628","63","Excursion",NULL,NULL
"629","63","Expedition",NULL,NULL
"630","63","Explorer",NULL,NULL
"631","63","F-150",NULL,NULL
"632","63","Fairmont",NULL,NULL
"633","63","Festiva",NULL,NULL
"634","63","Fiesta",NULL,NULL
"635","63","Five Hundred",NULL,NULL
"636","63","Flex",NULL,NULL
"637","63","Focus",NULL,NULL
"638","63","Freestar",NULL,NULL
"639","63","Freestyle",NULL,NULL
"640","63","Fusion (North America)",NULL,NULL
"641","63","Fusion",NULL,NULL
"642","63","Galaxy",NULL,NULL
"643","63","Granada (North America)",NULL,NULL
"644","63","Granada",NULL,NULL
"645","63","GT",NULL,NULL
"646","63","Ixion",NULL,NULL
"647","63","KA",NULL,NULL
"648","63","Kuga",NULL,NULL
"649","63","Laser",NULL,NULL
"650","63","LTD Crown Victoria",NULL,NULL
"651","63","Maverick",NULL,NULL
"652","63","Mondeo",NULL,NULL
"653","63","Mustang",NULL,NULL
"654","63","Orion",NULL,NULL
"655","63","Probe",NULL,NULL
"656","63","Puma",NULL,NULL
"657","63","Ranger (North America)",NULL,NULL
"658","63","Ranger",NULL,NULL
"659","63","S-MAX",NULL,NULL
"660","63","Scorpio",NULL,NULL
"661","63","Sierra",NULL,NULL
"662","63","Sport Trac",NULL,NULL
"663","63","Taunus",NULL,NULL
"664","63","Taurus",NULL,NULL
"665","63","Taurus X",NULL,NULL
"666","63","Tempo",NULL,NULL
"667","63","Thunderbird",NULL,NULL
"668","63","Tourneo Connect",NULL,NULL
"669","63","Windstar",NULL,NULL
"670","64","Midi",NULL,NULL
"671","64","Tunland",NULL,NULL
"672","65","125p",NULL,NULL
"673","65","126p",NULL,NULL
"674","65","127p",NULL,NULL
"675","65","132p",NULL,NULL
"676","65","Polonez",NULL,NULL
"677","66","6500 (Land King)",NULL,NULL
"678","67","Beauty Leopard",NULL,NULL
"679","67","CK (Otaka)",NULL,NULL
"680","67","Emgrand EC7",NULL,NULL
"681","67","Emgrand EC8",NULL,NULL
"682","67","Emgrand X7",NULL,NULL
"683","67","FC (Vision)",NULL,NULL
"684","67","Haoqing",NULL,NULL
"685","67","LC (Panda)",NULL,NULL
"686","67","LC (Panda) Cross",NULL,NULL
"687","67","MK Cross",NULL,NULL
"688","67","MK",NULL,NULL
"689","67","MR",NULL,NULL
"690","68","Metro",NULL,NULL
"691","68","Prizm",NULL,NULL
"692","68","Spectrum",NULL,NULL
"693","68","Storm",NULL,NULL
"694","68","Tracker",NULL,NULL
"695","69","Acadia",NULL,NULL
"696","69","Canyon",NULL,NULL
"697","69","Envoy",NULL,NULL
"698","69","Jimmy",NULL,NULL
"699","69","Safari",NULL,NULL
"700","69","Savana",NULL,NULL
"701","69","Sierra",NULL,NULL
"702","69","Sonoma",NULL,NULL
"703","69","Suburban",NULL,NULL
"704","69","Syclone",NULL,NULL
"705","69","Terrain",NULL,NULL
"706","69","Typhoon",NULL,NULL
"707","69","Vandura",NULL,NULL
"708","69","Yukon",NULL,NULL
"709","70","Troy",NULL,NULL
"710","71","Coolbear",NULL,NULL
"711","71","Cowry (V80)",NULL,NULL
"712","71","Deer",NULL,NULL
"713","71","Florid",NULL,NULL
"714","71","Hover",NULL,NULL
